scenario,test_method,test_kind,step_idx,http_method,path,matched_template,parameter,location,value,valid,schema_present,error
Flow_Scenario_1,test_positive_flow_S1_v1,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2026-05-08T23:48:54Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v1,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-05-02T10:49:23Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v1,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v1,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v1,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v1,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,bob_brown101,true,true,
Flow_Scenario_1,test_positive_flow_S1_v1,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,1,true,true,
Flow_Scenario_1,test_positive_flow_S1_v1,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-20T10:51:13Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v1,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2026-05-17T10:51:39Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2026-05-04T23:49:00Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-04-30T10:49:15Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,user123,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,5,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-06-05T10:51:01Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2026-05-24T10:51:39Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2026-04-30T23:49:00Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-05-02T10:49:15Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,true,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,grace_purple606,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,8,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-13T10:51:13Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2026-06-01T10:51:39Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2026-05-08T23:48:54Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-05-02T10:49:15Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,frank_orange505,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,3,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-03T10:51:13Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2026-05-01T23:59:59Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2026-05-29T23:48:54Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-05-05T10:49:23Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,true,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,user123,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,2,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-04-30T10:51:01Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2026-06-04T10:51:39Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2026-05-18T23:48:54Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-04-29T10:49:23Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,true,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,dave_green303,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,6,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-15T10:51:01Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2026-05-03T10:51:39Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v10,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2026-04-30T23:49:00Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v10,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-04-29T10:49:15Z,true,true,
