http_method,path_template,parameter,location,total,valid,invalid,scr
POST,/api/v1/adminbasicservice/adminbasic/stations,id,body,19,19,0,1.0000
POST,/api/v1/adminbasicservice/adminbasic/stations,name,body,19,19,0,1.0000
POST,/api/v1/adminbasicservice/adminbasic/stations,stayTime,body,19,19,0,1.0000
POST,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,17,17,0,1.0000
POST,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,17,17,0,1.0000
POST,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,17,17,0,1.0000
POST,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,17,17,0,1.0000
POST,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,17,17,0,1.0000
POST,/api/v1/orderOtherService/orderOther/refresh,loginId,body,17,17,0,1.0000
POST,/api/v1/orderOtherService/orderOther/refresh,state,body,17,12,5,0.7059
POST,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,17,17,0,1.0000
POST,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,17,17,0,1.0000
POST,/api/v1/travel2service/trips/left,departureTime,body,20,20,0,1.0000
POST,/api/v1/travel2service/trips/left,endPlace,body,20,20,0,1.0000
POST,/api/v1/travel2service/trips/left,startPlace,body,20,20,0,1.0000
POST,/api/v1/travelplanservice/travelPlan/cheapest,departureTime,body,6,6,0,1.0000
POST,/api/v1/travelplanservice/travelPlan/cheapest,endPlace,body,6,6,0,1.0000
POST,/api/v1/travelplanservice/travelPlan/cheapest,startPlace,body,6,6,0,1.0000
POST,/api/v1/travelservice/trips/left,departureTime,body,19,19,0,1.0000
POST,/api/v1/travelservice/trips/left,endPlace,body,19,19,0,1.0000
POST,/api/v1/travelservice/trips/left,startPlace,body,19,19,0,1.0000
PUT,/api/v1/adminbasicservice/adminbasic/stations,id,body,1,1,0,1.0000
PUT,/api/v1/adminbasicservice/adminbasic/stations,name,body,1,1,0,1.0000
PUT,/api/v1/adminbasicservice/adminbasic/stations,stayTime,body,1,1,0,1.0000
PUT,/api/v1/adminbasicservice/adminbasic/trains,averageSpeed,body,26,26,0,1.0000
PUT,/api/v1/adminbasicservice/adminbasic/trains,confortClass,body,26,26,0,1.0000
PUT,/api/v1/adminbasicservice/adminbasic/trains,economyClass,body,26,26,0,1.0000
PUT,/api/v1/adminbasicservice/adminbasic/trains,id,body,26,26,0,1.0000
PUT,/api/v1/adminbasicservice/adminbasic/trains,name,body,26,26,0,1.0000
PUT,/api/v1/consignservice/consigns,accountId,body,20,7,13,0.3500
PUT,/api/v1/consignservice/consigns,consignee,body,20,20,0,1.0000
PUT,/api/v1/consignservice/consigns,from,body,20,20,0,1.0000
PUT,/api/v1/consignservice/consigns,handleDate,body,20,20,0,1.0000
PUT,/api/v1/consignservice/consigns,id,body,20,20,0,1.0000
PUT,/api/v1/consignservice/consigns,orderId,body,20,20,0,1.0000
PUT,/api/v1/consignservice/consigns,phone,body,20,20,0,1.0000
PUT,/api/v1/consignservice/consigns,targetDate,body,20,20,0,1.0000
PUT,/api/v1/consignservice/consigns,to,body,20,20,0,1.0000
PUT,/api/v1/consignservice/consigns,weight,body,20,20,0,1.0000
PUT,/api/v1/consignservice/consigns,within,body,20,20,0,1.0000
