log_file,request_id,model,prompt_category,parameter,type,format,value,status,violations
llm-communication-20260502-225524.log,1,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-13T10:55:33Z,valid,
llm-communication-20260502-225524.log,1,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-19T10:55:33Z,valid,
llm-communication-20260502-225524.log,1,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-22T10:55:33Z,valid,
llm-communication-20260502-225524.log,1,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-27T10:55:33Z,valid,
llm-communication-20260502-225524.log,1,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-30T10:55:33Z,valid,
llm-communication-20260502-225524.log,2,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-03T10:55:40Z,valid,
llm-communication-20260502-225524.log,2,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-04T10:55:40Z,valid,
llm-communication-20260502-225524.log,2,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-05T10:55:40Z,valid,
llm-communication-20260502-225524.log,2,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-06T10:55:40Z,valid,
llm-communication-20260502-225524.log,2,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-07T10:55:40Z,valid,
llm-communication-20260502-225524.log,2,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-08T10:55:40Z,valid,
llm-communication-20260502-225524.log,2,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-09T10:55:40Z,valid,
llm-communication-20260502-225524.log,2,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-10T10:55:40Z,valid,
llm-communication-20260502-225524.log,2,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-11T10:55:40Z,valid,
llm-communication-20260502-225524.log,2,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-12T10:55:40Z,valid,
llm-communication-20260502-225524.log,2,qwen2.5-coder:14b,positive_gen,boughtDateEnd,string,,2026-05-13T10:55:40Z,valid,
llm-communication-20260502-225524.log,3,qwen2.5-coder:14b,positive_gen,boughtDateStart,string,,2026-05-03T10:55:53Z,valid,
llm-communication-20260502-225524.log,3,qwen2.5-coder:14b,positive_gen,boughtDateStart,string,,2026-05-04T10:55:53Z,valid,
llm-communication-20260502-225524.log,3,qwen2.5-coder:14b,positive_gen,boughtDateStart,string,,2026-05-08T10:55:53Z,valid,
llm-communication-20260502-225524.log,3,qwen2.5-coder:14b,positive_gen,boughtDateStart,string,,2026-05-15T10:55:53Z,valid,
llm-communication-20260502-225524.log,3,qwen2.5-coder:14b,positive_gen,boughtDateStart,string,,2026-05-20T10:55:53Z,valid,
llm-communication-20260502-225524.log,4,qwen2.5-coder:14b,positive_gen,boughtDateStart,string,,2026-05-03T22:55:59Z,valid,
llm-communication-20260502-225524.log,4,qwen2.5-coder:14b,positive_gen,boughtDateStart,string,,2026-05-04T22:55:59Z,valid,
llm-communication-20260502-225524.log,4,qwen2.5-coder:14b,positive_gen,boughtDateStart,string,,2026-05-05T22:55:59Z,valid,
llm-communication-20260502-225524.log,4,qwen2.5-coder:14b,positive_gen,boughtDateStart,string,,2026-05-06T22:55:59Z,valid,
llm-communication-20260502-225524.log,4,qwen2.5-coder:14b,positive_gen,boughtDateStart,string,,2026-05-07T22:55:59Z,valid,
llm-communication-20260502-225524.log,4,qwen2.5-coder:14b,positive_gen,boughtDateStart,string,,2026-05-08T22:55:59Z,valid,
llm-communication-20260502-225524.log,4,qwen2.5-coder:14b,positive_gen,boughtDateStart,string,,2026-05-09T22:55:59Z,valid,
llm-communication-20260502-225524.log,4,qwen2.5-coder:14b,positive_gen,boughtDateStart,string,,2026-05-10T22:55:59Z,valid,
llm-communication-20260502-225524.log,4,qwen2.5-coder:14b,positive_gen,boughtDateStart,string,,2026-05-11T22:55:59Z,valid,
llm-communication-20260502-225524.log,4,qwen2.5-coder:14b,positive_gen,boughtDateStart,string,,2026-05-12T22:55:59Z,valid,
llm-communication-20260502-225524.log,5,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,5,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,5,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,5,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,5,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,6,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,6,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,6,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,6,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,6,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,6,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,6,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,6,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,6,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,6,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,6,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,6,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,6,qwen2.5-coder:14b,positive_gen,enableBoughtDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,7,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,7,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,7,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,7,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,7,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,8,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,8,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,8,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,8,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,8,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,8,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,8,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,8,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,8,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,8,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,8,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,8,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,8,qwen2.5-coder:14b,positive_gen,enableStateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,10,qwen2.5-coder:14b,simple_gen,enableTravelDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,12,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,12,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,12,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,12,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,12,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,13,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,13,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,13,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,13,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,13,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,13,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,13,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,13,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,13,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,13,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,13,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,13,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,false,valid,
llm-communication-20260502-225524.log,13,qwen2.5-coder:14b,positive_gen,enableTravelDateQuery,boolean,,true,valid,
llm-communication-20260502-225524.log,14,qwen2.5-coder:14b,positive_gen,loginId,string,,user123,valid,
llm-communication-20260502-225524.log,14,qwen2.5-coder:14b,positive_gen,loginId,string,,john_doe456,valid,
llm-communication-20260502-225524.log,14,qwen2.5-coder:14b,positive_gen,loginId,string,,alice.smith789,valid,
llm-communication-20260502-225524.log,14,qwen2.5-coder:14b,positive_gen,loginId,string,,bob_brown101,valid,
llm-communication-20260502-225524.log,14,qwen2.5-coder:14b,positive_gen,loginId,string,,charlie.jones202,valid,
llm-communication-20260502-225524.log,15,qwen2.5-coder:14b,positive_gen,loginId,string,,john_doe_01,valid,
llm-communication-20260502-225524.log,15,qwen2.5-coder:14b,positive_gen,loginId,string,,jane.smith.123456,valid,
llm-communication-20260502-225524.log,15,qwen2.5-coder:14b,positive_gen,loginId,string,,user_987654,valid,
llm-communication-20260502-225524.log,15,qwen2.5-coder:14b,positive_gen,loginId,string,,admin_user,valid,
llm-communication-20260502-225524.log,15,qwen2.5-coder:14b,positive_gen,loginId,string,,test_account,valid,
llm-communication-20260502-225524.log,15,qwen2.5-coder:14b,positive_gen,loginId,string,,sample_user,valid,
llm-communication-20260502-225524.log,15,qwen2.5-coder:14b,positive_gen,loginId,string,,guest123,valid,
llm-communication-20260502-225524.log,15,qwen2.5-coder:14b,positive_gen,loginId,string,,customer_1,valid,
llm-communication-20260502-225524.log,15,qwen2.5-coder:14b,positive_gen,loginId,string,,user_tester,valid,
llm-communication-20260502-225524.log,15,qwen2.5-coder:14b,positive_gen,loginId,string,,sales_rep,valid,
llm-communication-20260502-225524.log,15,qwen2.5-coder:14b,positive_gen,loginId,string,,manager_007,valid,
llm-communication-20260502-225524.log,15,qwen2.5-coder:14b,positive_gen,loginId,string,,support_agent,valid,
llm-communication-20260502-225524.log,15,qwen2.5-coder:14b,positive_gen,loginId,string,,sys_admin,valid,
llm-communication-20260502-225524.log,16,qwen2.5-coder:14b,positive_gen,state,integer,int32,10,valid,
